"","strain","subtype","date","country","state","season","lat","lng"
"438852","CY015924","H3N2","2004-10-07","Australia",NA,"2004-2005",-25.274398,133.775136
"370630","CY008228","H3N2","2004-10-06","New Zealand",NA,"2004-2005",-40.900557,174.885971
"454804","CY008236","H3N2","2004-10-06","New Zealand",NA,"2004-2005",-40.900557,174.885971
"303578","CY118810","H3N2","2004-10-06","Malaysia",NA,"2004-2005",4.210484,101.975766
"276884","CY017587","H3N2","2004-10-06","Australia",NA,"2004-2005",-25.274398,133.775136
"493171","CY013951","H3N2","2004-10-05","New Zealand",NA,"2004-2005",-40.900557,174.885971
"279497","CY013549","H3N2","2004-10-05","New Zealand",NA,"2004-2005",-40.900557,174.885971
"380283","CY007555","H3N2","2004-10-04","New Zealand",NA,"2004-2005",-40.900557,174.885971
"328470","CY008220","H3N2","2004-10-04","New Zealand",NA,"2004-2005",-40.900557,174.885971
"400634","CY015916","H3N2","2004-10-04","Australia",NA,"2004-2005",-25.274398,133.775136
"324405","CY013959","H3N2","2004-10-02","New Zealand",NA,"2004-2005",-40.900557,174.885971
"398728","CY017603","H3N2","2004-10-01","Australia",NA,"2004-2005",-25.274398,133.775136
"504734","CY015932","H3N2","2004-10-01","Australia",NA,"2004-2005",-25.274398,133.775136
"330366","CY017595","H3N2","2004-09-30","Australia",NA,"2004-2005",-25.274398,133.775136
"419604","CY013943","H3N2","2004-09-29","New Zealand",NA,"2004-2005",-40.900557,174.885971
"467961","CY007579","H3N2","2004-09-28","New Zealand",NA,"2004-2005",-40.900557,174.885971
"363864","CY013935","H3N2","2004-09-28","New Zealand",NA,"2004-2005",-40.900557,174.885971
"166120","CY006092","H3N2","2004-09-27","USA","New York","2004-2005",40.7127753,-74.0059728
"180273","CY008164","H3N2","2004-09-27","USA","New York","2004-2005",40.7127753,-74.0059728
"447147","CY020341","H3N2","2004-09-27","New Zealand",NA,"2004-2005",-40.900557,174.885971
"454675","CY013517","H3N2","2004-09-27","New Zealand",NA,"2004-2005",-40.900557,174.885971
"257910","CY091437","H3N2","2004-09-26","Malaysia",NA,"2004-2005",4.210484,101.975766
"459784","CY007547","H3N2","2004-09-25","New Zealand",NA,"2004-2005",-40.900557,174.885971
"504808","CY091445","H3N2","2004-09-25","Malaysia",NA,"2004-2005",4.210484,101.975766
"328710","CY040314","H3N2","2004-09-23","Hong Kong",NA,"2004-2005",22.396428,114.109497
"289061","CY013541","H3N2","2004-09-23","New Zealand",NA,"2004-2005",-40.900557,174.885971
"481197","CY012712","H3N2","2004-09-23","New Zealand",NA,"2004-2005",-40.900557,174.885971
"467977","CY007523","H3N2","2004-09-22","New Zealand",NA,"2004-2005",-40.900557,174.885971
"359214","CY007539","H3N2","2004-09-22","New Zealand",NA,"2004-2005",-40.900557,174.885971
"424583","CY002946","H3N2","2004-09-22","New Zealand",NA,"2004-2005",-40.900557,174.885971
"456281","CY007515","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"327948","CY012720","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"311131","CY013533","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"407390","CY013152","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"280460","CY013485","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"324807","CY013160","H3N2","2004-09-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"533620","CY015884","H3N2","2004-09-21","Australia",NA,"2004-2005",-25.274398,133.775136
"172875","CY006179","H3N2","2004-09-20","USA","New York","2004-2005",40.7127753,-74.0059728
"312988","CY013525","H3N2","2004-09-20","New Zealand",NA,"2004-2005",-40.900557,174.885971
"323750","CY013493","H3N2","2004-09-20","New Zealand",NA,"2004-2005",-40.900557,174.885971
"349541","CY008212","H3N2","2004-09-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"522174","CY038663","H3N2","2004-09-17","Hong Kong",NA,"2004-2005",22.396428,114.109497
"167667","CY006379","H3N2","2004-09-17","USA","New York","2004-2005",40.7127753,-74.0059728
"180237","CY003656","H3N2","2004-09-17","USA","New York","2004-2005",40.7127753,-74.0059728
"456981","CY039963","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"456982","CY039964","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"456983","CY039965","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"456964","CY039966","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"456879","CY096843","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"320719","CY007483","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"409300","CY013509","H3N2","2004-09-16","New Zealand",NA,"2004-2005",-40.900557,174.885971
"386980","CY091453","H3N2","2004-09-15","Malaysia",NA,"2004-2005",4.210484,101.975766
"487054","CY118802","H3N2","2004-09-14","Malaysia",NA,"2004-2005",4.210484,101.975766
"403096","CY012696","H3N2","2004-09-14","New Zealand",NA,"2004-2005",-40.900557,174.885971
"509951","CY015908","H3N2","2004-09-14","Australia",NA,"2004-2005",-25.274398,133.775136
"289544","CY007315","H3N2","2004-09-13","New Zealand",NA,"2004-2005",-40.900557,174.885971
"394564","CY015948","H3N2","2004-09-13","Australia",NA,"2004-2005",-25.274398,133.775136
"450814","CY007475","H3N2","2004-09-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"359729","CY007987","H3N2","2004-09-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"496592","CY012688","H3N2","2004-09-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"455538","CY013477","H3N2","2004-09-11","New Zealand",NA,"2004-2005",-40.900557,174.885971
"349542","CY007419","H3N2","2004-09-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"449310","CY007307","H3N2","2004-09-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"418325","CY009924","H3N2","2004-09-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"427562","CY007283","H3N2","2004-09-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"438847","CY007331","H3N2","2004-09-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"481129","CY007427","H3N2","2004-09-09","New Zealand",NA,"2004-2005",-40.900557,174.885971
"392828","CY007435","H3N2","2004-09-09","New Zealand",NA,"2004-2005",-40.900557,174.885971
"427489","CY007443","H3N2","2004-09-09","New Zealand",NA,"2004-2005",-40.900557,174.885971
"526538","CY015564","H3N2","2004-09-09","New Zealand",NA,"2004-2005",-40.900557,174.885971
"278852","CY008204","H3N2","2004-09-08","New Zealand",NA,"2004-2005",-40.900557,174.885971
"389729","CY007451","H3N2","2004-09-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"387687","CY007459","H3N2","2004-09-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"388035","CY002938","H3N2","2004-09-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"289649","CY013501","H3N2","2004-09-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"439842","CY013469","H3N2","2004-09-06","New Zealand",NA,"2004-2005",-40.900557,174.885971
"485377","CY012704","H3N2","2004-09-05","New Zealand",NA,"2004-2005",-40.900557,174.885971
"460838","CY002930","H3N2","2004-09-03","New Zealand",NA,"2004-2005",-40.900557,174.885971
"280720","EU857054","H3N2","2004-09-03","Hong Kong",NA,"2004-2005",22.396428,114.109497
"382991","EU857055","H3N2","2004-09-03","Hong Kong",NA,"2004-2005",22.396428,114.109497
"451056","CY013919","H3N2","2004-09-03","New Zealand",NA,"2004-2005",-40.900557,174.885971
"397867","CY020893","H3N2","2004-09-03","New Zealand",NA,"2004-2005",-40.900557,174.885971
"288726","EU857053","H3N2","2004-09-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"481985","CY038655","H3N2","2004-09-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"484775","CY013461","H3N2","2004-09-01","New Zealand",NA,"2004-2005",-40.900557,174.885971
"526506","CY012680","H3N2","2004-09-01","New Zealand",NA,"2004-2005",-40.900557,174.885971
"423137","CY012672","H3N2","2004-08-31","New Zealand",NA,"2004-2005",-40.900557,174.885971
"397741","CY040306","H3N2","2004-08-24","Hong Kong",NA,"2004-2005",22.396428,114.109497
"505246","CY013453","H3N2","2004-08-23","New Zealand",NA,"2004-2005",-40.900557,174.885971
"359155","CY007387","H3N2","2004-08-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"262279","CY007395","H3N2","2004-08-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"327659","EU857045","H3N2","2004-08-18","Hong Kong",NA,"2004-2005",22.396428,114.109497
"529957","CY038647","H3N2","2004-08-18","Hong Kong",NA,"2004-2005",22.396428,114.109497
"460070","CY013911","H3N2","2004-08-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"519517","CY012112","H3N2","2004-08-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"527870","CY007379","H3N2","2004-08-17","New Zealand",NA,"2004-2005",-40.900557,174.885971
"497254","CY007371","H3N2","2004-08-15","New Zealand",NA,"2004-2005",-40.900557,174.885971
"426772","CY002914","H3N2","2004-08-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"426673","CY016212","H3N2","2004-08-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"467955","CY007411","H3N2","2004-08-11","New Zealand",NA,"2004-2005",-40.900557,174.885971
"303336","CY039039","H3N2","2004-08-09","Hong Kong",NA,"2004-2005",22.396428,114.109497
"294141","EU857038","H3N2","2004-08-08","Hong Kong",NA,"2004-2005",22.396428,114.109497
"384322","CY002922","H3N2","2004-08-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"356157","CY007355","H3N2","2004-08-06","New Zealand",NA,"2004-2005",-40.900557,174.885971
"485367","EU857037","H3N2","2004-08-06","Hong Kong",NA,"2004-2005",22.396428,114.109497
"423302","CY007347","H3N2","2004-08-05","New Zealand",NA,"2004-2005",-40.900557,174.885971
"526145","CY007339","H3N2","2004-08-04","New Zealand",NA,"2004-2005",-40.900557,174.885971
"353795","CY118786","H3N2","2004-08-04","Malaysia",NA,"2004-2005",4.210484,101.975766
"373841","CY118794","H3N2","2004-08-04","Malaysia",NA,"2004-2005",4.210484,101.975766
"452400","CY039495","H3N2","2004-08-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"454927","CY038639","H3N2","2004-07-30","Hong Kong",NA,"2004-2005",22.396428,114.109497
"444637","CY118770","H3N2","2004-07-26","Malaysia",NA,"2004-2005",4.210484,101.975766
"303328","CY039031","H3N2","2004-07-22","Hong Kong",NA,"2004-2005",22.396428,114.109497
"493177","CY038631","H3N2","2004-07-21","Hong Kong",NA,"2004-2005",22.396428,114.109497
"310958","CY002905","H3N2","2004-07-20","New Zealand",NA,"2004-2005",-40.900557,174.885971
"429395","CY002906","H3N2","2004-07-20","New Zealand",NA,"2004-2005",-40.900557,174.885971
"373848","CY118762","H3N2","2004-07-20","Malaysia",NA,"2004-2005",4.210484,101.975766
"342837","CY043744","H3N2","2004-07-17","Hong Kong",NA,"2004-2005",22.396428,114.109497
"368270","CY039023","H3N2","2004-07-07","Hong Kong",NA,"2004-2005",22.396428,114.109497
"428316","EU857023","H3N2","2004-07-06","Hong Kong",NA,"2004-2005",22.396428,114.109497
"385325","EU857024","H3N2","2004-07-06","Hong Kong",NA,"2004-2005",22.396428,114.109497
"352618","CY039167","H3N2","2004-07-05","Hong Kong",NA,"2004-2005",22.396428,114.109497
"349504","EU857021","H3N2","2004-07-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"473060","CY039015","H3N2","2004-07-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"369480","CY038623","H3N2","2004-06-29","Hong Kong",NA,"2003-2004",22.396428,114.109497
"304309","CY118754","H3N2","2004-06-23","Malaysia",NA,"2003-2004",4.210484,101.975766
"368159","CY039007","H3N2","2004-06-19","Hong Kong",NA,"2003-2004",22.396428,114.109497
"453783","CY038615","H3N2","2004-06-15","Hong Kong",NA,"2003-2004",22.396428,114.109497
"402064","EU856995","H3N2","2004-06-10","Hong Kong",NA,"2003-2004",22.396428,114.109497
"449100","EU856994","H3N2","2004-06-03","Hong Kong",NA,"2003-2004",22.396428,114.109497
"382670","EU856992","H3N2","2004-06-01","Hong Kong",NA,"2003-2004",22.396428,114.109497
"328288","EU856993","H3N2","2004-06-01","Hong Kong",NA,"2003-2004",22.396428,114.109497
"268416","CY038607","H3N2","2004-06-01","Hong Kong",NA,"2003-2004",22.396428,114.109497
"276603","CY040298","H3N2","2004-05-28","Hong Kong",NA,"2003-2004",22.396428,114.109497
"281922","CY118746","H3N2","2004-05-24","Malaysia",NA,"2003-2004",4.210484,101.975766
"439601","EU856984","H3N2","2004-05-08","Hong Kong",NA,"2003-2004",22.396428,114.109497
"320701","EU856986","H3N2","2004-05-08","Hong Kong",NA,"2003-2004",22.396428,114.109497
"322996","EU856982","H3N2","2004-05-04","Hong Kong",NA,"2003-2004",22.396428,114.109497
"256875","CY038599","H3N2","2004-04-29","Hong Kong",NA,"2003-2004",22.396428,114.109497
"473176","CY038991","H3N2","2004-04-23","Hong Kong",NA,"2003-2004",22.396428,114.109497
"373992","CY038983","H3N2","2004-04-16","Hong Kong",NA,"2003-2004",22.396428,114.109497
"399789","EU856944","H3N2","2004-04-07","Hong Kong",NA,"2003-2004",22.396428,114.109497
"471523","EU856942","H3N2","2004-04-02","Hong Kong",NA,"2003-2004",22.396428,114.109497
"472047","CY038591","H3N2","2004-03-29","Hong Kong",NA,"2003-2004",22.396428,114.109497
"287167","CY038583","H3N2","2004-03-25","Hong Kong",NA,"2003-2004",22.396428,114.109497
"352603","CY038975","H3N2","2004-03-22","Hong Kong",NA,"2003-2004",22.396428,114.109497
"485873","CY038967","H3N2","2004-03-19","Hong Kong",NA,"2003-2004",22.396428,114.109497
"391618","CY038575","H3N2","2004-03-13","Hong Kong",NA,"2003-2004",22.396428,114.109497
"385431","CY105318","H3N2","2004-03-10","Viet Nam",NA,"2003-2004",14.058324,108.277199
"338966","CY038959","H3N2","2004-03-10","Hong Kong",NA,"2003-2004",22.396428,114.109497
"399380","CY038951","H3N2","2004-03-06","Hong Kong",NA,"2003-2004",22.396428,114.109497
"427769","EU856929","H3N2","2004-03-04","Hong Kong",NA,"2003-2004",22.396428,114.109497
"518660","CY039159","H3N2","2004-03-04","Hong Kong",NA,"2003-2004",22.396428,114.109497
"494226","CY038943","H3N2","2004-03-01","Hong Kong",NA,"2003-2004",22.396428,114.109497
"338952","CY038935","H3N2","2004-02-19","Hong Kong",NA,"2003-2004",22.396428,114.109497
"323699","EU856909","H3N2","2004-02-14","Hong Kong",NA,"2003-2004",22.396428,114.109497
"529151","CY104132","H3N2","2004-02-13","Viet Nam",NA,"2003-2004",14.058324,108.277199
"521068","CY038567","H3N2","2004-02-13","Hong Kong",NA,"2003-2004",22.396428,114.109497
"353978","EU856906","H3N2","2004-02-12","Hong Kong",NA,"2003-2004",22.396428,114.109497
"321438","CY039487","H3N2","2004-02-10","Hong Kong",NA,"2003-2004",22.396428,114.109497
"470320","CY118738","H3N2","2004-02-07","Malaysia",NA,"2003-2004",4.210484,101.975766
"335631","JN617981","H3N2","2004-02-06","Thailand",NA,"2003-2004",15.870032,100.992541
"391812","CY105310","H3N2","2004-02-05","Viet Nam",NA,"2003-2004",14.058324,108.277199
"165542","CY000257","H3N2","2004-02-05","USA","New York","192004-2002",40.7127753,-74.0059728
"457006","CY104164","H3N2","2004-02-04","Viet Nam",NA,"2003-2004",14.058324,108.277199
"456837","CY105286","H3N2","2004-02-02","Viet Nam",NA,"2003-2004",14.058324,108.277199
"349420","EU856854","H3N2","2004-02-02","Hong Kong",NA,"2003-2004",22.396428,114.109497
"373969","CY104156","H3N2","2004-02-01","Viet Nam",NA,"2003-2004",14.058324,108.277199
"445237","CY104148","H3N2","2004-01-31","Viet Nam",NA,"2003-2004",14.058324,108.277199
"417994","CY104140","H3N2","2004-01-30","Viet Nam",NA,"2003-2004",14.058324,108.277199
"169415","CY000761","H3N2","2004-01-30","USA","New York","192004-2001",40.7127753,-74.0059728
"379337","EU857075","H3N2","2004-01-26","Hong Kong",NA,"2003-2004",22.396428,114.109497
"356389","CY012104","H3N2","2004-01-26","New Zealand",NA,"2003-2004",-40.900557,174.885971
"58794","CY090973","H3N2","2004-01-20","USA","Georgia","2003-2004",32.1656221,-82.9000751
"65898","CY092108","H3N2","2004-01-20","USA","Illinois","2003-2004",40.6331249,-89.3985283
"303484","CY118730","H3N2","2004-01-19","Malaysia",NA,"2003-2004",4.210484,101.975766
"175627","CY009260","H3N2","2004-01-15","USA","New York","192004-2001",40.7127753,-74.0059728
"163800","CY008908","H3N2","2004-01-13","USA","New York","192004-2001",40.7127753,-74.0059728
"180179","CY009252","H3N2","2004-01-12","USA","New York","192004-2001",40.7127753,-74.0059728
"138214","CY091117","H3N2","2004-01-09","USA","Missouri","2003-2004",37.9642529,-91.8318334
"168687","CY000033","H3N2","2004-01-09","USA","New York","192004-2001",40.7127753,-74.0059728
"167228","CY000889","H3N2","2004-01-06","USA","New York","192004-2001",40.7127753,-74.0059728
"168254","CY000561","H3N2","2004-01-06","USA","New York","192004-2001",40.7127753,-74.0059728
"160926","CY001229","H3N2","2004-01-06","USA","New York","192004-2001",40.7127753,-74.0059728
"268165","CY118722","H3N2","2004-01-05","Malaysia",NA,"2003-2004",4.210484,101.975766
"168628","CY000369","H3N2","2004-01-05","USA","New York","192004-2001",40.7127753,-74.0059728
"522135","CY040082","H3N2","2004-01-02","Taiwan",NA,"2003-2004",23.69781,120.960515
"382411","KC197825","H3N2","2003-12-31","Sri Lanka",NA,"2003-2004",7.873054,80.771797
"285613","EU857094","H3N2","2003-12-30","Hong Kong",NA,"2003-2004",22.396428,114.109497
"284477","KC197824","H3N2","2003-12-29","Sri Lanka",NA,"2003-2004",7.873054,80.771797
"172991","CY001221","H3N2","2003-12-29","USA","New York","192003-2012",40.7127753,-74.0059728
"161676","CY000973","H3N2","2003-12-29","USA","New York","192003-2012",40.7127753,-74.0059728
"177427","CY001045","H3N2","2003-12-29","USA","New York","192003-2012",40.7127753,-74.0059728
"174282","CY000965","H3N2","2003-12-26","USA","New York","192003-2012",40.7127753,-74.0059728
"164654","CY001341","H3N2","2003-12-23","USA","New York","192003-2012",40.7127753,-74.0059728
"424119","CY118714","H3N2","2003-12-22","Malaysia",NA,"2003-2004",4.210484,101.975766
"163354","CY000777","H3N2","2003-12-21","USA","New York","192003-2012",40.7127753,-74.0059728
"372877","EU857089","H3N2","2003-12-20","Hong Kong",NA,"2003-2004",22.396428,114.109497
"174504","CY000001","H3N2","2003-12-20","USA","New York","192003-2012",40.7127753,-74.0059728
"25829","CY091213","H3N2","2003-12-19","USA","California","192003-2012",36.778261,-119.4179324
"173724","CY000917","H3N2","2003-12-19","USA","New York","192003-2012",40.7127753,-74.0059728
"322709","CY088406","H3N2","2003-12-18","United Kingdom",NA,"192003-2012",55.378051,-3.435973
