"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","successful_clade"
"name","Clade","number of tips","number of tips after removing the future tips","sackin","colless","Variance","I2","B1","avgLadder","ILnumber","pitchforks","maxHeight","MaxWidth","DelW","Stairs1","Stairs2","Cherries","BS","descinm","getstattest","skewness","kurtosis","tips_pairwise_distance","tips_pairwise_distance_max","diameter","WienerIndex","betweenness","closeness","eigenvector","successful_clade"
"","13922","30","29","6.11117516344657","7.43829086298726","1471.61952658438","19.539514025706","9.64535870476273","0.222222222222222","0.555555555555556","0.103448275862069","0.785714285714286","4","2","0.75","0.359044714448573","7","0.0982294339586217","0.779979467085113","8.19175391440684","1.82360888468118","4.68086478899061","19.973840665874","178","23","14794","819","0.00265957446808511","0.350181044771604","1"
"","14023","25","23","2.79228654304371","3.37174165245688","4202.04976842534","11.8863636363636","10.8532106782107","0.238095238095238","0.428571428571429","0.521739130434783","0.545454545454545","8","4","0.681818181818182","0.550873156614783","7","0.0492790741600321","-0.130870706289004","4.40277536538268","1.99621163606679","5.530115415304","30.6880907372401","244","13","5916","575","0.00602409638554217","0.35764994858001","1"
"","14064","21","16","-0.323957986457986","-0.219157201679836","5557.4","7.6952380952381","8.11666666666667","0.178571428571429","0.428571428571429","0.5625","0.466666666666667","8","4","0.666666666666667","0.633953823953824","5","0.0236837742462639","-0.330049609744686","1.55351791557733","1.23614981685077","3.09089747610512","40.3203125","251","11","2466","291","0.0099009900990099","0.390451296379715","1"
"","14107","30","12","2.21024531024531","3.21435820410528","6436.74636378788","10","2.92896825396825","1","1","0.25","1","2","1","0.909090909090909","0.274534304079759","1","0.0283789136788335","2.48553663859329","4.43312375624567","2.66666666666667","8.11111111111111","41.7638888888889","265","12","1254","131","0.012987012987013","0.364120921279981","1"
"","14151","27","27","2.80967908608843","3.74602058048154","1665.33860545644","20.76","8.93489565989566","0.144","0.76","0.444444444444444","0.615384615384615","6","2","0.846153846153846","0.368509514454331","4","0.0954873228266453","0.709433137730496","6.77243319748223","2.11952106553303","6.1282236242383","22.4142661179698","156","20","11328","829","0.00348432055749129","0.326013444175356","0"
"","14189","22","22","-0.199808318616368","-0.0660200237074623","283.49062946392","8.74978354978355","12.2595238095238","0.1","0.3","0.545454545454545","0.380952380952381","10","4","0.571428571428571","0.686568986568987","8","0.078114525047968","-1.66167220641334","1.59177066952354","1.41696512081231","3.88990944836358","9.17768595041322","64","12","5284","551","0.00657894736842105","0.385251239522799","0"
"","14220","29","29","0.0422096462051945","0.127946035401057","1707.80952401739","11.5024154589372","15.9678571428571","0.0740740740740741","0.333333333333333","0.413793103448276","0.321428571428571","10","4","0.5","0.691843352725706","10","0.0428216824742916","-1.44751984329358","4.35363107411465","2.23096597474352","8.04246631651311","20.4708680142687","221","13","10842","943","0.00416666666666667","0.323064531350268","0"
"","14255","30","22","1.34564622683818","1.93397997629254","6330.70897157214","15.2350877192982","8.18654401154401","0.275","0.7","0.545454545454545","0.619047619047619","8","4","0.80952380952381","0.444411805126091","4","0.0470342334285274","0.888829645440294","5.63103654526803","1.9225160022869","5.1512943215192","43.0909090909091","256","17","6400","521","0.00490196078431373","0.367641556652032","1"
"","14355","30","30","-0.123307595174115","-0.0185991944355436","572.099124934484","11.8188405797101","16.9261904761905","0.0892857142857143","0.285714285714286","0.5","0.275862068965517","10","4","0.551724137931034","0.697126436781609","11","0.0839808450106156","-2.37391948759392","2.18560295731881","1.88979355555981","5.91371842843361","13.0655555555556","102","12","11256","1049","0.00429184549356223","0.366199433956016","0"
"","14391","23","23","-0.0772786743475937","0.0673938263699261","1249.22171757067","6.67380952380952","13.5511904761905","0.0952380952380952","0.142857142857143","0.130434782608696","0.409090909090909","10","4","0.409090909090909","0.727298192004074","10","0.0611438427162143","-1.23113277323606","2.67551410236836","2.23226632745855","8.02724578992782","17.5916824196597","183","13","6168","601","0.00574712643678161","0.380075155721085","0"
"","14449","30","30","7.64335907149255","9.14806747223112","1019.27409624414","22.4459259259259","7.77595817775351","0.642857142857143","0.714285714285714","0","0.862068965517241","4","2","0.793103448275862","0.281535000360285","5","0.102688810254273","1.45266357251298","9.69130570944249","2.68057756978275","9.26375648209634","17.29","142","26","18038","869","0.00223214285714286","0.305543596824787","0"
"","14485","23","23","0.661851760435015","0.980437304630796","814.142681070798","14.0666666666667","9.96785714285714","0.142857142857143","0.619047619047619","0.391304347826087","0.409090909090909","8","2","0.681818181818182","0.529829039053638","5","0.0517423139492227","-0.0104972025391867","4.38244826194145","1.57785030000039","4.6988148332073","15.6899810964083","98","13","6338","605","0.00571428571428571","0.37634691737738","0"
"","14527","30","24","0.114750311159654","0.187877690211999","2525.98344529643","13.4405594405594","11.1261904761905","0.106060606060606","0.545454545454545","0.625","0.347826086956522","10","4","0.739130434782609","0.581625258799172","6","0.0445532815106889","-0.405248547804606","3.67051143979029","1.29302986158158","3.03471758787747","26.9670138888889","158","15","7432","699","0.005","0.375559653952617","1"
"","14557","30","9","0.564285714285714","0.918706943223726","8415.75233000038","5.2","3.78333333333333","0.285714285714286","0.714285714285714","0.666666666666667","0.75","4","2","0.75","0.54389880952381","2","0.0638849184083472","1.86996752211687","2.18223068376109","2.04124145231932","5.16666666666667","48","255","7","500","83","0.0263157894736842","0.468583955642112","1"
"","14624","28","5","-0.166666666666666","-0.0935063918741552","200.7","1.33333333333333","2.5","0","0.333333333333333","0.6","0.75","4","2","0.5","0.791666666666667","2","0.0139370491364604","1.32694729720966","-0.242535625036333","-0.310098965763573","1.5","7.12","35","5","96","19","0.0666666666666667","0.529899098880671","1"
"","14713","30","19","2.53609963308106","3.48728201507772","5086.36313567871","12.9490196078431","6.68013375513376","0.529411764705882","0.647058823529412","0.315789473684211","0.777777777777778","4","2","0.777777777777778","0.394188881198685","4","0.0643489471211012","1.47844218464989","4.32517873244522","2.79966729222846","10.2488886842465","37.5789473684211","239","16","4634","341","0.00555555555555556","0.279457238633614","1"
"","14777","29","24","0.65641697782632","0.896211023545333","2433.54408207824","11.0030303030303","12.7095238095238","0.0909090909090909","0.363636363636364","0.5","0.347826086956522","10","2","0.608695652173913","0.63338690295212","8","0.0408708525690357","-0.802451243351311","3.73011157621731","1.11533813911356","2.99006457944503","26.3194444444444","201","12","6774","629","0.00546448087431694","0.365106788102952","1"
"","14818","22","22","0.891100772292723","1.02488906720163","2859.22538324912","9.80760233918129","10.8345238095238","0.1","0.4","0.272727272727273","0.428571428571429","12","6","0.619047619047619","0.617306503020789","7","0.0611392645072801","-0.223966848450579","3.94186980664565","1.80783153161373","4.72423187103695","25.5206611570248","238","14","5876","539","0.00540540540540541","0.384012791510193","0"
"","14909","25","17","3.06207142530672","3.98860052944491","9173.89470656779","10.847619047619","6.10321067821068","0.233333333333333","0.6","0.176470588235294","0.8125","4","2","0.75","0.405688148656899","4","0.0404735510763181","1.41317023219076","4.00691712315341","0.851910741006351","2.14134799724668","50.8512110726644","254","14","3070","295","0.0078740157480315","0.356864154922879","1"
"","14933","22","22","0.527464408656359","0.752161794474356","623.520917954199","11.9751196172249","10.7178571428571","0.116666666666667","0.5","0.681818181818182","0.428571428571429","10","2","0.666666666666667","0.59989277762387","6","0.0419926111744837","-0.942819527431961","2.76682023808459","1.59141981122511","4.38363071448853","12.3243801652893","118","12","5260","575","0.00671140939597315","0.392014228007302","0"
"","14961","27","27","1.1800494564588","1.37565021011117","2203.09820029339","9.5275974025974","15.4956349206349","0","0.2","0.444444444444444","0.384615384615385","10","4","0.5","0.701525077486616","11","0.101309529479522","-1.27499720479451","4.02585235419128","1.84749465178204","6.30304030991648","23.1659807956104","257","12","8624","841","0.00483091787439614","0.344127356894353","0"
"","15002","20","20","1.00452068571264","1.52019924700595","579.841712569997","10.5466089466089","9.66230158730159","0.111111111111111","0.444444444444444","0.45","0.526315789473684","6","2","0.631578947368421","0.561335512612602","6","0.0661980374318153","0.383088598115956","4.18584481664289","1.62014273736386","4.27859656705435","11.46","119","13","4504","455","0.00671140939597315","0.378913197162915","0"
"","15034","25","15","0.63020868020868","1.14121465279107","4823.38448072518","8.997668997669","6.55119047619048","0.269230769230769","0.538461538461538","0.4","0.642857142857143","4","2","0.714285714285714","0.51360187431616","4","0.0271594373913612","1.26562095312576","3.03238459754115","2.22918350863212","6.76739819463026","31.5111111111111","255","11","2134","251","0.0104166666666667","0.418565127009403","1"
"","15090","24","24","1.32308364449299","1.72954435687867","2254.05165906781","11.8289105115731","11.9956349206349","0.136363636363636","0.363636363636364","0.375","0.434782608695652","8","2","0.652173913043478","0.587005320484576","8","0.09631295356464","-1.24097887281906","2.35093951653225","1.1203689999583","3.24300138082444","22.5121527777778","212","12","6614","685","0.00581395348837209","0.371632973908127","0"
"","15129","30","30","0.110025738159218","-0.0519325277688769","740.429728981921","8.14364302364302","18.2095238095238","0","0.142857142857143","0.3","0.275862068965517","14","6","0.413793103448276","0.765636183739632","13","0.0965805451002939","-1.73491688172325","3.78295008794005","2.18416978432709","6.97438438357326","13.4288888888889","138","13","11874","979","0.00383141762452107","0.352808208392059","0"
"","15237","30","20","0.0545206857126359","-0.0298007529940456","6101.06876432675","11","8.95952380952381","0.148148148148148","0.555555555555556","0.45","0.421052631578947","8","2","0.631578947368421","0.584356725146199","5","0.0515277721655446","-0.266332997422024","1.81739684549482","1.74436214554493","5.81168256597768","41.7325","249","14","4870","441","0.00581395348837209","0.334966195259193","1"
"","15277","21","21","0.0426159238078745","0.0714090828365223","621.888473172203","10.4340852130326","10.2095238095238","0.12280701754386","0.473684210526316","0.428571428571429","0.4","8","4","0.65","0.612638888888889","6","0.0663937039329318","-0.905466642872904","2.25910605109714","1.61949242997711","4.75286685301764","13.7596371882086","102","14","5392","453","0.00558659217877095","0.351656467191386","0"
"","15329","21","19","1.27294173834422","1.80307148876193","1017.92328020121","10.3728291316527","8.91230158730159","0.176470588235294","0.411764705882353","0.315789473684211","0.555555555555556","6","2","0.666666666666667","0.542812402738873","6","0.0641312162345705","0.461045079317738","2.38975613163069","1.90448365947187","5.81648968196933","15.9778393351801","103","12","3762","425","0.00793650793650794","0.398248809846861","1"
"","15361","27","25","0.768083644492987","1.09705569569174","736.124201724167","13.7193236714976","10.9698773448773","0.173913043478261","0.478260869565217","0.24","0.5","8","4","0.666666666666667","0.528060365560366","7","0.0941942932877222","-0.0462460249110347","5.33115123474871","1.57665487535943","4.06946823616716","14.528","121","19","9352","641","0.00374531835205993","0.312041172930496","1"
"","15414","28","26","2.29116056756991","2.78091190561539","4924.84162352958","12.8298534798535","12.0198773448773","0.125","0.416666666666667","0.230769230769231","0.52","12","6","0.64","0.554886749482402","8","0.0774531940637979","-0.0161017096229235","3.22982537896701","1.87809730967403","5.052658774172","37.1878698224852","260","15","8744","787","0.0045662100456621","0.353951951055099","1"
"","15545","29","10","-0.157936507936508","-0.0866535724341009","6824.03763805433","3.41666666666667","5.58333333333333","0","0.25","0.6","0.555555555555556","6","2","0.555555555555556","0.724074074074074","4","0.0157441539712763","0.835529990479831","0.279399343476283","0.563177392540662","1.38243687041721","41.71","268","7","662","101","0.0222222222222222","0.448843718811437","1"
"","15576","27","21","-0.385955504763554","-0.642876631449192","5274.96229177845","8.19122807017544","11.0666666666667","0.105263157894737","0.368421052631579","0.428571428571429","0.35","12","4","0.55","0.704464285714286","7","0.0520064025282631","-1.02070549708709","2.26442961519847","1.58881792222907","4.36655335656054","39.8049886621315","230","13","5086","513","0.0062111801242236","0.338824681303004","1"
"","15606","24","18","-0.490216156392627","-0.607773570669553","7932.62616741085","5.94166666666667","10.45","0.125","0.25","0.5","0.352941176470588","10","4","0.470588235294118","0.745098039215686","7","0.0322769357902962","-1.17408293366044","0.665822524742432","1.14825833251193","3.0572060766456","47.8302469135802","253","10","3230","369","0.00854700854700855","0.385038215982933","1"
"","15637","20","17","-0.290869751163869","-0.423164176437448","8715.05655281985","5.77777777777778","9.2","0.133333333333333","0.333333333333333","0.176470588235294","0.375","12","6","0.5","0.715340909090909","6","0.044531551240439","0.277469546306284","1.98644564285361","1.01329225636516","2.84366655853998","47.8892733564014","259","11","2972","339","0.00869565217391304","0.375248581285999","1"
"","15689","23","23","1.70533002130458","2.11087208723949","1341.62730875312","11.4422514619883","11.0956349206349","0.0952380952380952","0.428571428571429","0.391304347826087","0.5","8","2","0.590909090909091","0.584751738160829","7","0.0687063633417965","-0.513997959839916","3.82938205258017","1.56015032853598","4.44951162909407","17.2854442344045","206","12","6202","593","0.00549450549450549","0.369786711172197","0"
"","15750","21","21","0.994996876188827","1.69045670188414","1603.05395293787","16.0350877192982","6.96987734487734","0.368421052631579","0.789473684210526","0.428571428571429","0.6","6","2","0.85","0.382584776334776","3","0.07561768006175","1.88870296645037","7.04095146038496","2.1629966903413","6.52304635477634","20.4988662131519","169","19","6176","469","0.00476190476190476","0.319457633844022","0"
"","15793","30","30","0.0433590714925515","0.0147341388977897","1426.52299741361","14.0251082251082","14.727380952381","0.107142857142857","0.428571428571429","0.4","0.310344827586207","10","4","0.655172413793103","0.620732754961964","9","0.0586081028801949","-0.728701080157517","5.92039759595712","1.65681423659323","4.32595876207067","20.2466666666667","160","17","13454","1039","0.00336700336700337","0.322883686489212","0"
"","15822","22","22","0.891100772292723","1.2976163399289","1486.66666770122","10.7666666666667","10.7623015873016","0.125","0.4","0.409090909090909","0.523809523809524","6","2","0.619047619047619","0.586734693877551","7","0.040688374186672","-0.535236141096602","2.13906602520165","1.80407826493756","6.55529163035516","16.8471074380165","213","15","6028","525","0.00537634408602151","0.374150610737235","0"
"","15908","30","30","2.24335907149255","3.01473413889779","963.074551312529","19.5990253411306","11.9348956598957","0.116071428571429","0.571428571428571","0.4","0.551724137931034","8","4","0.758620689655172","0.451261410536958","7","0.0489979922027404","0.493059744931928","4.86621108307727","2.06776540659663","6.63520328337095","17.2744444444444","114","21","14618","951","0.0028735632183908","0.331199642125618","0"
"","16021","30","21","0.471187352379303","0.690456701884141","4155.94235773033","12.4555555555556","9.33452380952381","0.118421052631579","0.578947368421053","0.571428571428571","0.45","8","4","0.75","0.543809523809524","5","0.038386034210243","0.556367159152681","3.85628530354595","2.57190282623314","9.5167082331179","33.7777777777778","260","14","5098","501","0.00625","0.362523030963918","1"
"","16083","30","30","5.01002573815922","6.04806747223112","3069.91169629719","20.6486531986532","10.5784414115296","0.142857142857143","0.642857142857143","0.3","0.655172413793103","8","4","0.758620689655172","0.403082144514187","6","0.067072728942364","0.811716701944253","7.54681920883573","1.72246571593766","4.54661305274728","26.0144444444444","221","20","13972","961","0.00318471337579618","0.349490539602284","0"
"","16183","27","19","0.272941738344215","0.487282015077715","5316.06691250053","9.89411764705882","8.80119047619048","0.294117647058824","0.529411764705882","0.473684210526316","0.5","8","2","0.611111111111111","0.581547619047619","5","0.0303180585215626","-0.455591671084753","2.47411791704378","1.99404329961449","6.03444104994048","40.415512465374","260","14","4324","393","0.00628930817610063","0.323467568458891","1"
"","16265","29","23","2.92272132565241","3.8500025220221","2826.47809928937","15.8556776556777","8.58489565989566","0.142857142857143","0.619047619047619","0.391304347826087","0.681818181818182","4","2","0.772727272727273","0.415145203640841","5","0.0543183933929447","0.236152252686814","4.93231084018649","1.43941613142696","3.99846297796513","27.8071833648393","246","18","7138","571","0.00465116279069767","0.325504634825578","1"
"","16314","21","20","0.554520685712636","0.770199247005954","1673.48998019292","9.80042016806723","9.87619047619048","0.166666666666667","0.444444444444444","0.45","0.421052631578947","10","4","0.631578947368421","0.611761311172669","6","0.0513286241117213","-0.329820326510354","2.97335085589495","1.41906318435702","3.55602917205277","22.765","119","12","4178","449","0.00746268656716418","0.394843045881137","1"
"","16349","29","15","0.0968753468753467","0.474547986124402","4838.22884777714","8.74481074481074","6.92619047619048","0.230769230769231","0.538461538461538","0.6","0.571428571428571","6","2","0.714285714285714","0.550180375180375","4","0.0318833291211913","0.441627445460409","1.62211298038993","1.2683319850807","2.79193992197227","35.5022222222222","233","12","2150","247","0.0104166666666667","0.422504459444924","1"
"","16456","30","30","-0.189974261840782","-0.151932527768877","3133.90007141132","15.5404761904762","14.427380952381","0.119047619047619","0.428571428571429","0.4","0.310344827586207","10","4","0.655172413793103","0.590886699507389","9","0.063854011861114","-1.63258708210269","3.13927484710741","0.783860127686254","2.08858026408832","29.2611111111111","216","17","12956","1121","0.003690036900369","0.342850550441412","0"
"","16518","27","27","-0.0421727657634234","0.227502061963023","4490.18229484023","11.3175838540544","14.4456349206349","0.1","0.28","0.222222222222222","0.384615384615385","12","6","0.538461538461538","0.641108306897781","10","0.070671711878492","-1.57932106958446","2.90227561540009","2.16796088327883","8.06620527031827","37.4458161865569","252","16","9646","819","0.00431034482758621","0.357686699382265","0"
"","16633","27","7","0.671428571428572","1.31287851436177","8465.4761904762","5","2.28333333333333","1","1","0.428571428571429","1","2","1","0.833333333333333","0.408333333333333","1","0.0099852523935567","2.3168122063861","2.17241379310345","0.42637246721505","1.20607029258357","43.4285714285714","260","7","254","41","0.037037037037037","0.466400391481941","1"
"","16683","30","29","3.59393378413623","4.23139431126313","2042.29014711239","15.5703463203463","13.0348956598957","0.12962962962963","0.407407407407407","0.310344827586207","0.535714285714286","8","2","0.678571428571429","0.519643656607942","9","0.0864754512440198","-0.519456486801727","6.03134296826688","1.82447043670206","5.51817552114189","20.6872770511296","219","16","11648","953","0.0037037037037037","0.310302088356381","1"
"","16737","27","27","1.55041982682917","2.11639095085191","2094.99113219565","13.2755037957212","14.1032106782107","0.1","0.28","0.444444444444444","0.461538461538462","8","4","0.615384615384615","0.593066703827573","10","0.0835008334471323","-1.61278814674684","3.47062605759751","2.34331445845477","8.00368982406337","23.3004115226337","238","14","8996","869","0.004739336492891","0.359857619617819","0"
"","16796","20","20","0.854520685712636","1.17019924700595","3991.21682113671","10.0632798573975","9.80119047619048","0","0.444444444444444","0.6","0.473684210526316","6","2","0.631578947368421","0.592520683379409","6","0.0350260381378389","0.092395081764032","3.46446839996723","1.62906499911117","4.73218127291651","34.125","195","13","4494","425","0.00645161290322581","0.346778642407979","0"
"","16815","23","11","0.232972582972583","0.627127156852484","11248.8861693146","7.33333333333333","4.28333333333333","0.388888888888889","0.777777777777778","0.545454545454545","0.7","4","2","0.8","0.48547619047619","2","0.0263136299876669","2.02605524034773","1.60927750201076","2.25721816521141","6.46480473055745","56.2314049586777","261","11","1006","109","0.0147058823529412","0.399386706394176","1"
"","16914","29","25","-0.311916355507013","-0.222944304308255","1741.23129123066","12.9170462387854","12.3761904761905","0.130434782608696","0.478260869565217","0.6","0.333333333333333","10","4","0.666666666666667","0.610482052669553","7","0.0636127442105591","-1.04667128831139","3.64151925367498","1.78477807014379","5.264710428479","23.3504","147","15","7954","729","0.0048780487804878","0.357705669017167","1"
"","16962","27","25","1.80808364449299","2.29705569569174","2932.18102953804","13.7133520074697","11.6789682539683","0.0869565217391304","0.478260869565217","0.48","0.458333333333333","6","2","0.708333333333333","0.548069764638701","7","0.067495352006559","-0.713358971271803","4.17765096745016","1.38760397377662","4.00209783035615","25.728","258","13","7820","707","0.00471698113207547","0.311694988506907","1"
"","17017","29","27","0.29116056756991","0.412687247148208","5762.46096991698","12.0444444444444","14.3845238095238","0","0.36","0.666666666666667","0.346153846153846","10","4","0.653846153846154","0.648780386280386","9","0.0626364943940879","-1.28812163695729","4.02585235419128","1.3728437221299","3.44914628607047","42.1069958847737","259","14","9384","877","0.0045045045045045","0.324433315448858","1"
"","17049","24","24","0.489750311159654","0.812877690211999","444.109652730075","11.0336219336219","12.6345238095238","0.0909090909090909","0.363636363636364","0.5","0.391304347826087","6","2","0.608695652173913","0.622702659659181","8","0.0652380384935143","-0.798750544929601","2.59084771032726","0.991667355240051","2.41571145710044","11.359375","91","13","7158","613","0.00492610837438424","0.37321210988038","0"
"","17104","26","26","0.714237490646833","1.05014267484616","3201.4036620761","13.2965367965368","12.3623015873016","0.0972222222222222","0.416666666666667","0.230769230769231","0.4","10","4","0.64","0.563801012712777","8","0.0678468958036862","-0.291752380004933","5.21611509033882","2.24502701061642","7.88673400888707","31.6494082840237","216","17","9642","759","0.00392156862745098","0.37975525641957","0"
"","17156","29","10","0.342063492063492","0.613346427565899","4608.55819340234","6.14285714285714","4.11666666666667","0.3125","0.75","0.6","0.666666666666667","4","2","0.777777777777778","0.53641975308642","2","0.0147949376516916","1.91222688160999","2.72981585934716","1.1176823927832","2.858069583008","34.21","249","9","708","95","0.0196078431372549","0.415405249386266","1"
"","17187","29","13","0.408963258963259","0.704828316944562","3127.6925962791","7.8","5.53333333333333","0.272727272727273","0.636363636363636","0.461538461538462","0.583333333333333","6","2","0.75","0.530357142857143","3","0.021995771345497","0.654024450147175","1.28555768438923","0.52277128317278","2.45067193784561","29.2781065088757","226","11","1452","171","0.0128205128205128","0.409252539606482","1"
"","17335","26","26","2.40654518295453","2.896296521","481.342975046223","11.068253968254","12.936544011544","0.104166666666667","0.333333333333333","0.230769230769231","0.52","10","4","0.56","0.602956388993218","9","0.102366481506103","-0.338604886106143","5.22955051407708","2.94426797540596","11.4526785643842","11.4674556213018","105","14","8682","751","0.0043859649122807","0.35061642308926","0"
"","17404","24","23","0.574895238695885","0.893480782891665","3909.95929789735","11.8809523809524","11.1123015873016","0.0952380952380952","0.428571428571429","0.521739130434783","0.454545454545455","8","2","0.636363636363636","0.577620359438541","7","0.0520480191049328","-0.4801312290782","3.23542520721217","0.978023466898716","2.49850997189364","32.8620037807183","201","16","6998","573","0.00471698113207547","0.321247067078404","1"
"","17427","20","17","1.47383613118907","2.04742405885667","3319.23193854701","9.60548340548341","7.66230158730159","0.155555555555556","0.466666666666667","0.352941176470588","0.625","4","2","0.6875","0.525149503274503","5","0.0347205486427204","0.681607605696847","3.17021674769082","1.96579170271262","5.79530738581284","32.0622837370242","176","12","2856","319","0.00900900900900901","0.392228974563496","1"
"","17450","26","26","3.13731441372376","4.01168113638462","943.830373714646","13.7452158952159","12.2515623265623","0.125","0.333333333333333","0.346153846153846","0.6","6","2","0.64","0.519730044749226","9","0.030894172031985","-0.341821040551921","4.67131996100647","1.42949934126989","3.54721366645762","15.8757396449704","156","17","9332","719","0.00401606425702811","0.327255080246163","0"
"","17592","30","30","4.97669240482588","5.88140080556446","3251.74906897789","16.5882818156502","12.5228858559741","0.107142857142857","0.428571428571429","0.1","0.620689655172414","8","2","0.655172413793103","0.478157804356047","9","0.0981743840604594","-0.437534596797359","6.44428678055388","2.24774474557338","6.4792784091904","31.7311111111111","210","19","14038","1079","0.0032258064516129","0.364091434178166","0"
"","17651","28","28","6.78851506492441","7.99801272467046","1882.80385717886","19.5396825396825","8.43107299047701","0.326923076923077","0.692307692307692","0.107142857142857","0.777777777777778","8","4","0.777777777777778","0.344488367147453","5","0.0966247638917201","1.09372619787997","8.28912017751521","2.69368846708263","8.83994902074096","24.1045918367347","169","22","12676","909","0.00326797385620915","0.39169831387983","0"
"","17742","30","26","4.82962210603145","5.85783498253846","2685.32480987742","18.3833333333333","9.21406232656233","0.116666666666667","0.666666666666667","0.461538461538462","0.68","6","2","0.8","0.393085530233814","5","0.0825844697412458","1.40292898996276","7.29955203343856","3.33228992706755","13.8917944504026","28.0576923076923","216","18","9500","721","0.00392156862745098","0.351033478654278","1"
"","17808","30","30","1.44335907149255","1.94806747223112","808.918728171739","15.6872294372294","14.3532106782107","0.0892857142857143","0.428571428571429","0.4","0.448275862068966","8","2","0.655172413793103","0.560844806534462","9","0.0662792614378177","-1.07291495070791","3.74888985751711","1.86680639607054","6.02490417942543","11.5888888888889","172","17","13458","1017","0.00325732899022801","0.358864557849335","0"
"","17871","30","25","6.36808364449299","7.81705569569174","581.489114043017","20.609022556391","5.64535870476273","0.27536231884058","0.826086956521739","0.12","0.916666666666667","4","2","0.875","0.241518620814917","3","0.128066650720832","1.69210202476584","8.15947460840743","2.78680894872444","9.85250843148786","12.9952","112","23","10328","599","0.00327868852459016","0.286678657526703","1"
"","17915","28","11","0.96024531024531","1.35439988412521","3582.48958926621","5.66666666666667","4.95","0.333333333333333","0.555555555555556","0.545454545454545","0.7","6","2","0.7","0.560277777777778","3","0.0358414763019965","1.46149690676483","0.886716215183574","1.04941255172048","2.51798760595291","31.2727272727273","199","8","846","129","0.0196078431372549","0.443827258982749","1"
"","17989","26","14","1.21116106116106","1.47687419094469","4964.53025476028","5.27619047619048","7.09285714285714","0.166666666666667","0.333333333333333","0.214285714285714","0.615384615384615","8","4","0.538461538461538","0.649079552925707","5","0.0292185429287173","0.354474717902699","1.8043168861534","1.21941082189528","2.69088101220537","31.2448979591837","270","9","1600","223","0.0135135135135135","0.422784138702959","1"
"","18024","20","20","2.70452068571264","3.62019924700595","299.609308438289","13.925","7.01346708846709","0.133333333333333","0.666666666666667","0.3","0.736842105263158","4","2","0.789473684210526","0.392971548303958","4","0.114762715972956","1.12840119415319","4.17878189436992","1.93081126720734","5.80036816943182","9.2525","57","16","4996","409","0.00558659217877095","0.326172360176462","0"
"","18049","30","29","6.24910619792933","7.57622189747002","1193.60897864394","21.8162393162393","8.64535870476273","0.185185185185185","0.703703703703704","0.310344827586207","0.785714285714286","4","2","0.821428571428571","0.321824949746212","5","0.142582063861303","1.43115471668583","9.25810118396918","2.66180244027658","9.33190655218898","18.1854934601665","170","24","14882","899","0.00273224043715847","0.337207340147197","1"
"","18098","23","21","0.614044495236446","0.928551939979379","675.756783065619","10.7777777777778","10.1345238095238","0.131578947368421","0.473684210526316","0.428571428571429","0.45","10","4","0.65","0.581969696969697","6","0.0486897564458889","0.0707258585453453","4.0586400019846","1.39629577031417","3.66617789738503","13.578231292517","73","13","5016","491","0.00636942675159236","0.375284867250648","1"
"","18277","20","20","0.704520685712636","0.920199247005954","14.4503081722832","12.2875816993464","8.12619047619048","0.203703703703704","0.666666666666667","0.3","0.421052631578947","6","2","0.736842105263158","0.512601479775995","4","0.0461501263471623","0.766665686387364","4.79209179701685","1.40001921452985","3.56854766195484","1.9575","15","14","4780","459","0.00625","0.387641813092619","0"
"","18350","27","26","0.906545182954526","1.31937344407692","3642.80641548375","11.5902597402597","13.2123015873016","0.104166666666667","0.333333333333333","0.230769230769231","0.44","12","6","0.56","0.606399159663866","9","0.0707354773577411","-0.675069917636744","4.11308940793586","2.5043538659781","8.98174464022183","31.1804733727811","265","16","8920","761","0.00444444444444444","0.368536328471414","1"
"","18376","27","27","0.180049456458799","0.301576136037097","4011.74038526487","16.745974025974","11.977380952381","0.104","0.6","0.666666666666667","0.346153846153846","8","2","0.769230769230769","0.540748567671645","6","0.0530072565407246","-0.917021218682604","4.00366291963053","1.1178680200738","2.68789558935805","34.7462277091907","220","17","10298","791","0.00378787878787879","0.357461899666422","0"
"","18503","22","22","0.345646226838178","0.479434521747083","288.335977717781","11.6683473389356","10.1123015873016","0.15","0.5","0.409090909090909","0.476190476190476","8","2","0.666666666666667","0.585428849902534","6","0.0627226350622894","-0.228647131096812","2.17929545380407","1.44844429727416","4.48570519993598","8.88429752066116","70","15","5916","539","0.00558659217877095","0.376559938854714","0"
"","18524","22","22","2.93655531774727","3.70670724901981","2532.34325717967","12.615873015873","9.18013375513375","0.116666666666667","0.5","0.272727272727273","0.666666666666667","6","2","0.666666666666667","0.488356504217849","6","0.110418352552248","0.494885830530802","5.1169193752067","2.35307203297198","7.25393048234131","21.8223140495868","264","15","5786","521","0.00561797752808989","0.348043254344831","0"
"","18615","30","24","4.15641697782632","5.14621102354533","4744.43490436928","15.1333333333333","9.31822899322899","0.136363636363636","0.545454545454545","0.375","0.695652173913043","6","2","0.739130434782609","0.431764466081654","6","0.0716395741385515","0.399976852973915","5.18100352803039","1.7512029417798","4.44502735401782","37.296875","240","17","7854","589","0.00432900432900433","0.31731100637013","1"
